WarehouseNbr,UOM,Category,Cost,ItemDesc
11091,EA,02,10.7361,"BOLT, DOUBLE ARMING, 3/4"" X 32"" GALV, FULL THREAD."
11092,EA,02,10.1326,"BOLT, DOUBLE ARMING, 3/4"" X 36"" GALV, FULL THREAD."
11093,EA,02,20.88,"BOLT, DOUBLE ARMING, 1"" X 48"" GALV, FULL THREAD."
11094,EA,02,2.5617,"BOLT, EYE, 5/8"" X 8"" GALV. "
11095,EA,02,3.0948,"BOLT, EYE, 5/8"" X 10"" GALV. "
11096,EA,02,3.4545,"BOLT, EYE, 5/8"" X 12"" GALV. "
11097,EA,02,3.3176,"BOLT, EYE, 5/8"" X 14"" GALV. "
11098,EA,02,3.7611,"BOLT, EYE, 3/4"" X 10"" GALV. "
11099,EA,02,3.7715,"BOLT, EYE, 3/4"" X 12 "" GALV. "
11100,EA,02,5.7294,"BOLT, EYE, 3/4"" X 14"" GALV. "
11101,EA,02,7.7343,"BOLT, EYE, 3/4"" X 16"" GALV. "
11102,EA,02,4.6772,"BOLT, DOUBLE UPSET, 5/8"" X 10"" GALV."
11103,EA,02,5.4135,"BOLT, DOUBLE UPSET, 5/8"" X 12"" GALV."
11104,EA,02,1.5932,"BOLT, THIMBLEYE, STRAIGHT, 5/8"" x 10"" GALV."
11105,EA,02,2.0098,"BOLT, THIMBLEYE, STRAIGHT, 5/8"" X 12"" GALV."
11106,EA,02,1.8739,"BOLT, THIMBLEYE, STRAIGHT, 5/8"" X 14"" GALV."
11107,EA,02,2.5428,"BOLT, ASSEMBLY,STAINLESS STEEL 1/2"" X 1 1/4""."
11109,EA,02,2.6164,"BOLT, ASSEMBLY,STAINLESS STEEL 1/2"" X 1 3/4"",(SEE MEMO)"
11110,EA,02,2.7693,"BOLT, ASSEMBLY,STAINLESS STEEL 1/2"" X 2"", (SEE MEMO)"
11111,EA,02,2.7543,"BOLT, ASSEMBLY,STAINLESS STEEL 1/2"" X 3""."
11112,EA,02,0.2287,"BOLT, STAINLESS STEEL, 1/2"" X 1""."
11113,EA,02,0.6891,"BOLT, STAINLESS STEEL, 1/2"" X 1 1/2""."
11114,EA,02,4.9968,"BOLT, STUD, POST INSULATOR, 5/8"" X 10"" GALV, W/3/4"" THREAD"
11115,EA,02,3.8045,"BOLT, STUD, POST INSULATOR, 5/8"" X 12"" GALV."
11116,EA,02,3.018,"BOLT, STUD, 3/4"" X 1 3/4"" GALV "
11117,EA,02,4.5495,"BOLT, STUD, 3/4"" X 7 9/16"" GALV."
11120,EA,02,1.8037,"EYENUT, STD, 5/8"" "
11121,EA,02,1.8711,"EYENUT, STD, 3/4"" "
11122,EA,02,2.1183,"EYENUT, THIMBLEYE, 5/8"" "
11123,EA,02,2.4,"EYENUT, THIMBLEYE, 3/4"" "
11124,EA,02,0.2,"LOCKNUT, MF 5/8"", GALV. "
11125,EA,02,0.36,"LOCKNUT, MF 3/4"" GALV. "
11126,EA,02,0.8,"LOCKNUT, MF 7/8"" GALV. "
11128,EA,02,0.4803,"BOLT, STAINLESS STEEL, 1/2"" X 2 3/4""."
11129,EA,02,0.4649,"BOLT, STAINLESS STEEL, 1/2"" X 3""."
11130,EA,02,0.1271,"NUT, STAINLESS STEEL, 1/2"". "
11131,EA,02,0.5017,"NUT, SILICON BRONZE, 1/2"". "
11132,EA,02,0.8728,"WASHER, BELLEVILLE, STAINLESS STEEL, 1/2""."
11133,EA,02,0.8201,"WASHER, BELLEVILLE, STAINLESS STEEL, 1 5/16""."
11134,EA,02,0.0758,"WASHER, LOCK, STAINLESS STEEL, 1/2""."
11135,EA,02,0.285,"WASHER, FLAT, STAINLESS STEEL, 1/2""."
11136,EA,02,0.6558,"LAG SCREW, 1/2"" X 4"" "
11137,EA,02,5.5607,"BRACE, ALLEY ARM, 7' "
11138,EA,02,22.5004,"BRACE, ALLEY ARM, 10' "
11139,EA,02,1.4752,"BRACE, CROSS ARM, 28"" "
11140,EA,02,10.007,"BRACE, CROSS ARM, ANGLE, 48"" "
11141,EA,02,9.2111,"BRACE, CROSS ARM, ANGLE, 60"" "
11142,EA,02,15.7857,"BRACKET, W/BAR, CONDUIT RISER, "
11143,EA,02,9.7517,"BRACKET, CONDUIT RISER, ALUM, BRACKET ONLY-NO BAR."
11144,EA,02,6.6685,"BRACKET, 2"" CONDUIT STRAP. "
11145,EA,02,6.3281,"BRACKET, 3"" CONDUIT STRAP. "
11146,EA,02,6.6629,"BRACKET, 4"" CONDUIT STRAP. "
11147,EA,02,7.8294,"BRACKET, 6"" CONDUIT STRAP. "
11148,IN,02,0.6631,"BRACKET, BAR (ISSUED BY THE INCH)"
11149,EA,02,14.5594,"BRACKET, CUTOUT MOUNTING. "
11150,EA,02,101.8261,"BRACKET, MOUNTING BASE, 138 KV "
11151,EA,02,29.8493,"BRACKET, EXTENSION FOR FLOOD LIGHTS.(obsolete 2/06)"
11152,EA,02,88.9813,"BRACKET-POTHEAD & ARRESTER,18"" "
11154,EA,02,173.0394,"BRACKET-CUTOUT & ARRESTOR, 48"" "
11155,EA,02,91.429,"BRACKET, TRANSFORMER MOUNTING, MOUNTS TWO 3 KVA-100 KVA TRAN."
11156,EA,02,50.5267,"BRACKET, TRANSFORMER MOUNTING, MOUNTS TWO 3 KVA-50 KVA TRANS."
11157,EA,02,185,"BRACKET, TRANSFORMER MOUNTING, MOUNTS TWO 3 KVA-100 KVA TRANS"
11158,EA,02,66.607,"BRACKET, TRANSFORMER MOUNTING, MOUNTS THREE 3 KVA-50 KVA TRAN"
11159,EA,02,201.9125,"BRACKET, TRANSFORMER MOUNTING, MOUNTS THREE 3 KVA-167 KVA."
11160,EA,02,35.5932,"BRACKET, SINGLE STANDOFF, FIBERGLASS, 18""."
11161,EA,02,95.3088,"BRACKET, DOUBLE STANDOFF, FIBERGLASS."
11162,EA,02,250,"RACK, CAPACITOR, 125 KVBIL, THREE UNIT RACK."
11163,EA,02,22.3405,"CAUTION ROUTE MARKER, 72"" WITH P.U.D. DECAL."
11164,RO,09,0.018,"CAUTION TAPE, UG-""ELECTRIC LINE BURIED BELOW."
11165,EA,02,6.9285,"CLAMP, HOT LINE,#6 SOL-2/0 STR "
11166,EA,02,9.75,"CLAMP, HOT LINE, #4 SOL-397 KCM STR."
11167,EA,02,5.3309,CLAMP MID SPAN 
11168,EA,02,1.6989,"CONNECTOR, PARALLEL GROOVE, #8-2/0 STR."
11169,EA,02,8.3611,"CONNECTOR, PARALLEL GROOVE, 397.5-954 KCM AAAC/#8 SOL-2/0."
11170,EA,02,11.2942,"CLAMP, STRAIN, 2/0 S0L-250 KCM OBSOLET-5/20/03"
11171,EA,02,9.6914,"CLAMP, STRAIN, 500-1000 KCM OBSOLETE"
11172,EA,02,4.2396,"CLAMP, STRAIN, #6-2/0 AAAC "
11173,EA,02,19.6095,"CLAMP, STRAIN, 350 KCM-1000KCM DEAD END SHOE."
11174,EA,02,31.0843,"CLAMP, STRAIN, #2-4/0 AL/CU. "
11175,EA,02,14.7661,"CLAMP, STRAIN, 4/0-394.5 AAAC. "
11176,EA,02,10.2847,"CLAMP, STRAIN,#2-2/0 STR. AAAC DEAD END SHOE."
11177,EA,02,16.9957,CLAMP STRAIN DIST. 394.5 KCM AAAC CONDUCTOR.
11178,EA,02,14.3089,"CLAMP, STRAIN, QUAD, 2J AND 1/0F CONDUCTOR.(DELETED 1/00)"
11179,EA,02,34.25,"CLAMP, STRAIN, 4/0 STR. AAAC, TRANS QUAD DEAD END."
11180,EA,02,86.9839,"CLAMP, STRAIN, 394.5-927.2 KCM TRANS QUAD DEAD END."
11181,EA,02,46.38,SAME AS STOCK NUMBER 11180 
11182,EA,02,12.4574,"SUSPENSION CLAMP, 16M, STATIC WIRE."
11183,EA,02,1.5726,"CLAMP, SUSPENSION, 2J, 1/0, AND 1/0F CONDUCTOR."
11184,EA,02,8.2207,"CLAMP, SUSPENSION, 4/0 ALUM, WITH ARMOR ROD."
11185,EA,02,23.7226,"CLAMP, SUSPENSION, 394.5- 652 W/ARMOR ROD."
11186,EA,02,32.2488,"CLAMP, SUSPENSION, 927.2 KCM WITH ARMOR ROD."
11187,EA,02,33,CLAMP SUSPENSION YOKE PLATE VERTICAL BUNDLING.
11188,EA,02,6.6811,"CLAMP, TOP ASSEMBLY, .50"" TO 1.0625""."
11189,EA,02,8.0671,"CLAMP, TOP ASSEMBLY, 1.0626"" TO 1.50""."
11190,EA,02,13.1419,"CLAMP, TOP ASSEMBLY, 1.5"" TO 2.0""."
11191,EA,02,11.6478,"CLAMP, SUSPENSION ANGLE, .23"" TO .75""."
11192,EA,02,13.5153,"CLAMP, SUSPENSION, ANGLE, 394.5 KCM STR. ALUM. CONDUCTOR"
11193,EA,02,72.3187,"CLAMP, SUSPENSION, ANGLE, 1.00"" TO 1.18"" DIA."
11194,EA,02,105,"CLAMP, SUSPENSION, ANGEL, 1.25"" TO 1.47""."
11195,EA,02,8.2307,SOCKET EYE. 
11196,EA,02,3.8895,"CLIP, GUY BONDING, 3/4"". "
11197,EA,02,4.95,"CLIP, GUY BONDING, 1"". "
11198,EA,02,6.0247,"CLEVIS, ANCHOR/SHACKLE "
11199,EA,02,7.398,"CLEVIS, BALL "
11200,EA,02,5.4659,"CLEVIS, WITH OUT SPOOL, NEUTRAL."
11201,EA,02,3.3509,"CLEVIS, SERVICE, WITH OUT SPOOL."
11202,EA,02,6.4976,"CLEVIS, THIMBLEYE, 5/8"". "
11204,FT,02,0.7189,"CONDUCTOR, 1/0 STR. COPPER, POLYETHYLENE COVER."
11205,FT,02,2.0118,"CONDUCTOR, 250 KCM STR. COPPER POLYEHYLENE COVER."
11206,FT,02,2.5625,"CONDUCTOR, 350 KCM STR. COPPER "
11207,FT,02,1.2922,"CONDUCTOR, 500 KCM STR. COPPER POLYETHYLENE COVER."
11208,FT,02,0.5418,"CONDUCTOR, 1000 KCM STR COPPER POLYETHYLENE COVER."
11209,FT,02,0.3627,"CONDUCTOR, #6 SOLID COPPER BARE SOFT DRAWN."
11210,FT,02,0.5661,"CONDUCTOR, #4 COPPER SOLID BARE SOFT DRAWN."
11211,FT,02,1.8589,"CONDUCTOR, 2/0-7 STR. SOFT DRAWN COPPER."
11212,FT,02,3.3657,"CONDUCTOR, 4/0-19 STR. COPPER SOFT DRAWN."
11213,FT,02,0.4369,"CONDUCTOR, #6 COPPER SOLID BARE HARD DRAWN."
11214,FT,02,0.5976,"CONDUCTOR, #4 COPPER SOLID HARD DRAWN."
11215,FT,02,0.1154,"CONDUCTOR, #2 COPPER STR. BARE HARD DRAWN."
11216,FT,02,0.1969,"CONDUCTOR, 1/0 STR. COPPER BARE HARD DRAWN."
11217,FT,02,1.444,"CONDUCTOR, 4/0 STR. COPPER BARE HARD DRAWN."
11224,FT,02,0.0512,"CONDUCTOR, #6 SOLID SOFT DRAWN ALUM. TIE WIRE-OBSOLETE 5-03"
11226,FT,02,0.2846,"CONDUCTOR, DUPLEX, #6 AAAC, 600V, OVERHEAD."
11227,FT,02,0.3967,"CONDUCTOR, DUPLEX, ALUM,#6 STR ALUM, 600 V, UNDERGROUND."
11228,FT,02,0.65,"CONDUCTOR, TRIPLEX, #6-7 STR. COPPER, 600 V,OVERHEAD."
11229,FT,02,0.97,"CONDUCTOR, TRIPLEX, #4-7 STR. COPPER, 600 V, OVERHEAD."
11230,FT,02,0.4179,"CONDUCTOR, TRIPLEX,#6 STR AAAC 600 V, OVERHEAD."
11231,FT,02,2.405,"CONDUCTOR, TRIPLEX,#4 STR AAAC 600 V, OVERHEAD."
11232,FT,02,0.808,"CONDUCTOR, TRIPLEX,#2 STR AAAC 600 V, OVERHEAD."
11233,FT,02,0.6453,"CONDUCTOR,#2 TX,ALUM,HAND COIL 600 V, OVERHEAD.(INSULATED)"
11234,FT,02,0.6998,"CONDUCTOR, TRIPLEX,#2 STR AAAC 600V, OVERHEAD,REEL,(INSULATED"
11235,FT,02,0.701,"CONDUCTOR, TRIPLEX,#2 STR AAAC 600 V, OVERHEAD (REEL)."
11236,FT,02,1.122,"CONDUCTOR, TRIPLEX,1/0 STR. AAAC, 600 V, OVERHEAD."
11237,FT,02,0.9834,"CONDUCTOR, TRIPLEX, 1/0 STR. AAAC, 600 V, OH, INSUL. NEUT."
11225,FT,02,0.1722,"CONDUCTOR, #4 SOLID SOFT DRAWN ALUM. TIE WIRE."
11238,FT,02,1.8221,"CONDUCTOR, TRIPLEX, 4/0 STR. AAAC, 600 V, OVERHEAD."
11239,FT,02,0.7136,"CONDUCTOR, QUADRUPLEX, #2 STR. AAAC, 600 V, OVERHEAD."
11240,FT,02,1.6315,"CONDUCTOR, QUADRUPLEX, 1/0 STR AAAC, 600 V, OVERHEAD."
11241,FT,02,2.0496,"CONDUCTOR, QUADRUPLEX, 4/0 STR AAAC, 600 V, OVERHEAD."
11242,FT,02,0.5168,"CONDUCTOR, TRIPLEX, #2 STR. ALUM, 600 V, UNDERGROUND."
11243,FT,02,0.9251,"CONDUCTOR, TRIPLEX, 1/0 STR. ALUM, 600 V, UNDERGROUND."
11244,FT,02,1.3885,"CONDUCTOR, TRIPLEX, 4/0 STR. ALUM, 600 V, UNDERGROUND."
11245,FT,02,2.3563,"CONDUCTOR, TRIPLEX, 350 KCM STR. ALUM, 600 V, UNDERGROUND."
11246,FT,02,2.0599,"CONDUCTOR, QUADRUPLEX, 4/0 STR ALUM, 600 V, UNDERGROUND."
11986,FT,02,3.7883,"CONDUCTOR, QUADRUPLEX, 350 STR ALUM, 600 V, UNDERGROUND."
11247,FT,02,0.6307,"CONDUCTOR, PRIMARY, UG, #2 STR ALUM, 15 KV, 175 MIL, XLP."
11248,FT,02,0.8103,"CONDUCTOR, PRIMARY, UG, #2 STR ALUM, 15 KV, 175 MIL, JKT,XLPE"
11249,FT,02,1.0528,"CONDUCTOR, PRIMARY, UG, #2 STR ALUM, 15 KV, 220 MIL, JKT,XLPE"
11250,FT,02,1.0928,"CONDUCTOR, PRI. UG, 1/0 STR. ALUM, 15 KV, 220 MIL, JKT,XLPE"
11251,FT,02,2.1319,"CONDUCTOR, PRI. UG, 1/0 STR. ALUM, 15 KV, 175 MIL, EPR."
11252,FT,02,1.4872,"CONDUCTOR, PRI, UG, 4/0 STR. ALUM, 15 KV, 220 MIL, JKT,XLPE"
11253,FT,02,2.052,"CONDUCTOR, PRI, UG, 4/0 STR.AL 15 KV, 175 MIL, EPR,STRANDFILL"
11258,FT,02,20.2386,"POWER CABLE, 750 KCM, COPPER, 15 KV, 220 MIL, EPR."
11259,FT,02,0.1881,"CONDUCTOR, #2-7 STR, AAAC, PRIMARY OVERHEAD, BARE"
11257,FT,02,4.205,"POWER CABLE, 750 KCM ALUM, 15 KV 220 MIL EPR.TAPE SHIELD"
11254,FT,02,4.046,"CONDUCTOR, PRIMARY, 500 KCM ALUM, 15 KV, 220 MIL, JKT."
11255,FT,02,4.9125,"CONDUCTOR, PRIMARY,500 KCM STR ALUM, 69 KV, 650 MIL."
11260,FT,02,0.4066,"CONDUCTOR, #2/0 AAAC,ALUM,BARE PRIMARY OVERHEAD CONDUCTOR."
11261,FT,02,0.3368,"CONDUCTOR, 4/0 STR. AAAC, ALUM PRIMARY OVERHEAD CONDUCTOR"
11262,FT,02,0.656,"CONDUCTOR, 394.5 KCM, AAAC, PRIMARY OVERHEAD CONDUCTOR,"
11263,FT,02,1.1825,"CONDUCTOR, 652.4 KCM, AAAC, PRIMARY OVERHEAD CONDUCTOR,"
11264,FT,02,1.539,"CONDUCTOR,""ACAR"" 927.2 KCM 30/7 STR, PRIMARY OVERHEAD."
11265,FT,02,1.2647,"CONDUCTOR, STREET LIGHT,COPPER 10-2 UF, WITH OUT GROUND."
11266,FT,02,0.3093,"CONDUIT, 3/4"" PVC, SCH. 40, 10' LENGTH W/ONE BELLED END."
11267,FT,02,0.7035,"CONDUIT, 2"" PVC, SCH. 40, 10' LENGTH W/ONE BELLED END."
11268,FT,02,0.9525,"CONDUIT, 2"" PVC, SCH. 80, 10' LENGHT W/ONE BELLED END."
11269,FT,02,1.0017,"CONDUIT, 3"" PVC, SCH. 40, 10' LENGTH, W/ONE BELLED END."
11270,FT,02,1.6622,"CONDUIT, 3"" PVC, SCH. 80, 10' LENGTH W/ONE BELLED END."
11271,FT,02,1.6541,"CONDUIT, 4"" PVC, SCH. 40, 10' LENGTH W/ONE BELLED END."
11272,FT,02,2.4364,"CONDUIT, 4"" PVC, SCH. 80, 10' LENGTH W/ONE BELLED END."
11273,FT,02,3.595,"CONDUIT, 6"", PVC, SCH. 40, 10' LENGTH  W/ONE BELLED END."
11274,FT,02,5.4611,"CONDUIT, 6"" PVC, SCH. 80, 10' LENGTH W/ONE BELLED END."
11275,FT,02,0.5758,"CONDUIT, 2"" PVC, SCH. 40, 20' LENGTH W/ONE BELLED END."
11276,FT,02,1.0971,"CONDUIT, 3"" PVC, SCH. 40, 20' LENGTH W/ONE BELLED END."
11277,FT,02,1.4744,"CONDUIT, 4"" PVC, SCH. 40, 20' LENGTH W/ONE BELLED END."
11278,FT,02,1.8266,"CONDUIT, 6"" PVC, SCH. 40, 20' LENGTH W/ONE BELLED END."
11279,FT,02,2.6018,"CONDUIT, POWER FLEX, 2"", SCH. 40, 2"" X 100 FOOT COIL."
11280,FT,02,4.1253,"CONDUIT, POWER FLEX, 3"", SCH. 40, 3"" X 100 FOOT COIL."
11281,FT,02,3.4865,"CONDUIT, POWER FLEX, 4"", SCH. 40, 4"" X 250 FOOT COIL."
11282,FT,02,2.3234,"CONDUIT, SPLIT, PVC, 2"", SCH. 40, 10 FOOT LENGTHS."
11283,FT,02,5.2286,"CONDUIT, SPLIT, PVC, 3"", SCH. 40, 10 FOOT LENGTHS."
11284,FT,02,4.22,"CONDUIT, SPLIT, PVC, 4"", SCH. 40, 10 FOOT LENGTHS."
11285,EA,02,2.0466,"ELBOW, PVC, 3/4"" 90 DEGREE, 12"" RADIUS, SCH. 40,BELLED END"
11286,EA,02,3.5127,"ELBOW, PVC, 2"" 30 DEGREE, 24"" RADIUS, SCH 40.,BELLED END"
11287,EA,02,4.7302,"ELBOW, PVC, 2"" 45 DEGREE, 24"" RADIUS, SCH. 40,BELLED END"
11288,EA,02,5.4023,"ELBOW, PVC, 2"" 90 DEGREE, 24"" RADIUS, SCH. 40,BELLED END"
11289,EA,02,6.3615,"ELBOW, PVC, 2"" 90 DEGREE, 36"" RADIUS, SCH. 40,BELLED END"
11290,EA,02,4.5931,"ELBOW, PVC, 3"", 22 1/2 DEGREE, 24"" RADIUS, SCH. 40,BELLED END"
11291,EA,02,7.4992,"ELBOW, PVC, 3"" 30 DEGREE, 36"" RADIUS, SCH. 40,BELLED END"
11292,EA,02,5.8782,"ELBOW, PVC, 3"" 45 DEGREE, 24"" RADIUS, SCH. 40,BELLED END"
11293,EA,02,9.3848,"ELBOW, PVC, 3"" 90 DEGREE, 36"" RADIUS, SCH. 40,BELLED END"
11294,EA,02,15.0236,"ELBOW, PVC, 4"" 30 DEGREE, 36"" RADIUS, SCH. 40,BELLED END"
11295,EA,02,14.3237,"ELBOW, PVC, 4"" 45 DEGREE, 36"" RADIUS, SCH. 40,BELLED END"
11296,EA,02,19.6204,"ELBOW, PVC, 4"" 90 DEGREE, 36"" RADIUS, SCH. 40,BELLED END"
11297,EA,02,20.7891,"ELBOW, PVC, 6"" 30 DEGREE, 36"" RADIUS, SCH. 40,BELLED END"
11298,EA,02,30.8266,"ELBOW, PVC, 6"" 45 DEGREE, 36"" RADIUS, SCH. 40,BELLED END"
11299,EA,02,32.6069,"ELBOW, PVC, 6"" 90 DEGREE, 36"" RADIUS, SCH. 40,BELLED END"
11300,EA,02,2.1053,"BELL END, PVC, 2"", SCH. 40. "
11301,EA,02,2.3935,"BELL END, PVC, 3"", SCH. 40. "
11302,EA,02,2.8581,"BELL END, PVC, 4"", SCH. 40. "
11303,EA,02,6.8636,"BELL END, PVC, 6"", SCH. 40. "
11304,EA,02,0.2282,"COUPLING, PVC, 3/4"", SCH. 40. FEMALE, SLIP-TO-SLIP."
11305,EA,02,0.7443,"COUPLING, PVC, 2"", SCH. 40, FEMALE, SLIP-TO-SLIP."
11306,EA,02,1.2926,"COUPLING, PVC, 3"", SCH. 40, FEMALE, SLIP-TO-SLIP."
11307,EA,02,1.7647,"COUPLING, PVC, 4"", SCH. 40, FEMALE, SLIP-TO-SLIP."
11308,EA,02,5.261,"COUPLING, PVC, 6"", SCH. 40, FEMALE, SLIP-TO-SLIP."
11309,EA,02,0.9471,"PLUG, 2"", UNIVERSAL TAPERED ""PUSH IN"" TYPE."
11310,EA,02,1.3196,"PLUG, 3"", UNIVERSAL TAPERED, ""PUSH IN"" TYPE."
11311,EA,02,1.4316,"PLUG, 4"", UNIVERSAL TAPERED, ""PUSH IN"" TYPE."
11312,EA,02,2.6463,"PLUG, 6"", UNIVERSAL TAPERED, ""PUSH IN"" TYPE."
11313,EA,02,7.2865,"BUSHING, REDUCER, PVC, 3""-2"", SCH. 40."
11314,EA,02,5.6185,"BUSHING, REDUCER, PVC, 4""-3"", SCH. 40."
11315,FT,02,21.34,"CABLE TRAY, 10 FOOT. "
11316,EA,02,61.27,"CABLE TRAY, SUPPORT RACK, POLYESTER RESIN."
11317,EA,02,27.69,"CABLE TRAY, SPLICE PATE WITH HARDWARE."
11318,EA,02,0.75,"CABLE TRAY, HOLD DOWN CLIP, POLYESTER RESIN."
11319,EA,02,1.95,"CABLE TRAY, HEX NUT, 3/8"" "
11320,EA,02,3.6,"CABLE TRAY, CHANNEL NUT, 3/8"" "
11321,EA,02,0.75,"CABLE TRAY, FLAT WASHER, 3/8"" "
11322,EA,02,2.03,"CABLE TRAY, THREADED ROD, 3/8"" "
11323,EA,02,6.7265,"CONNECTOR, STREET LIGHT, U G ADAPTER."
11324,EA,02,1.6453,"CONNECTOR, SERVICE ENTRANCE, #8 STR-10 SOL, SPLIT BOLT."
11325,EA,02,1.8908,"CONNECTOR, SERVICE ENTRANCE, #6 SOL, SPLIT BOLT."
11326,EA,02,0.7607,"CONNECTOR, SERVICE ENTRANCE, #4 SOL, SPLIT BOLT."
11327,EA,02,5.0161,"CONNECTOR, 1/0 TO #2 TAP WITH STAINLESS STEEL BOLT."
11328,EA,02,9,"CONNECTOR, 4/0 TO 1/0 TAP WITH STAINLESS STEEL BOLT."
11329,EA,02,2.5151,"CONNECTOR, PARALLEL, (GP-2) "
11330,EA,02,4.2,"CONNECTOR, PARALLEL,(GP 250) "
11331,EA,02,12.707,"CONNECTOR, PARALLEL, (GP-750) "
11332,EA,02,4.5793,"CONNECTOR, TWO BOLT, 250 KCM-350 KCM."
11333,EA,02,8.3081,"CONNECTOR, TWO BOLT, 500 KCM. "
11334,EA,02,10.6889,"CONNECTOR, TWO BOLT, 750 KCM-1000 KCM."
11335,EA,02,1.9558,"CONNECTOR, CRIMPIT, #2 ALUM. "
11336,EA,02,4.2696,"CONNECTOR, CRIMPIT, 1/0 ALUM. "
11337,EA,02,10.9747,"CONNECTOR, CRIMPIT, 394 KCM- #6 SOL-2/0 STR."
11338,EA,02,1.5647,"CONNECTOR, FARGO, #6 SOL. "
11339,EA,02,2.9991,"CONNECTOR, FARGO, #4 SOL. "
11340,EA,02,2.8286,"CONNECTOR, FARGO, #2 STR. "
11341,EA,02,5.096,"CONNECTOR, FARGO, 1/0 STR. "
11342,EA,02,5.1876,"CONNECTOR, FARGO, 2/0 STR. "
11343,EA,02,5.6402,"CONNECTOR, FARGO, 4/0 STR. "
11344,EA,02,1.2142,"CONNECTOR, SQUEEZE-ON, #8 SOL/STR-#8 SOL/STR. CU/CU."
11345,EA,02,3.0394,"CONNECTOR, SQUEEZE-ON, 2/0 SOL-#6 STR. CU/CU"
11346,EA,02,2.5197,"CONNECTOR, SQUEEZE-ON, 2/0 SOL.-1/0 STR. CU/CU"
11347,EA,02,5.3212,"CONNECTOR, SQUEEZE-ON, 4/0 STR.-4/0 STR. CU/CU"
11348,EA,02,0.7411,"CONNECTOR, SQUEEZE-ON, STREET LIGHT, #8 STR.-#2 STR. AL/CU."
11349,EA,02,0.4519,"CONNECTOR, SQUEEZE-ON, #6 SOL-#2 STR., ALUM/COPPER"
11350,EA,02,0.5194,"CONNECTOR, SQUEEZE-ON, #6 STR.-#1/0 SOL., ALUM/COPPER"
11351,EA,02,0.8185,"CONNECTOR, SQUEEZE-ON, 2/0 STR.-#6 SOL., ALUM//COPPER"
11352,EA,02,0.786,"CONNECTOR, SQUEEZE-ON, 2/0 STR.-2/0 SOL., ALUM/COPPER"
11354,EA,02,0.8524,"CONNECTOR, SQUEEZE-ON, 4/0 STR.-#6 SOL, ALUM/COPPER"
11355,EA,02,0.7523,"CONNECTOR, SQUEEZE-ON, 4/0 STR.-1/0 STR., ALUM/COPPER"
11356,EA,02,0.7943,"CONNECTOR, SQUEEZE-ON, 4/0 STR.-4/0 STR., ALUM/COPPER"
11357,EA,02,3.4887,"CONNECTOR, SQUEEZE-ON, 394 STR/SOL-1/0 STR/SOL, AL/CU"
11358,EA,02,3.955,"CONNECTOR, SQUEEZE-ON, #394.5 STR.-#394.5 STR., AL/CU"
11359,EA,02,11.0359,"CONNECTOR, #6-350 KCM ALUM/CU 4 POSITION"
11360,EA,02,14.2088,"CONNECTOR, 1/0 STR.-750 KCM, AL/CU, 4 POSITION."
11361,EA,02,11.2663,"CONNECTOR, #6-350 KCM, AL/CU, 6 POSITION."
11362,EA,02,12.88,"CONNECTOR, #10 STR-350KCM, UG, 2 POSITION"
11363,EA,02,19.021,"CONNECTOR, #4-350 KCM, UG, 4 POSITION."
11364,EA,02,24.9975,"CONNECTOR, #4-350 KCM, UG, 6 POSITION."
11365,EA,02,35.2337,"CONNECTOR, #2-500 KCM, UG, 6 POSITION."
11366,EA,02,41.4069,"CONNECTOR, #4-500 KCM, UG, 8 POSITION."
11367,EA,02,9.7967,"CONNECTOR, SECONDARY, OVERHEAD #10 STR.-250 KCM, 4 POSITION."
11370,EA,02,31.8884,"CONNECTOR, SECONDARY, OVERHEAD 1/0 STR-750 KCM, 4 POSITION."
11371,EA,02,9.4421,"CONNECTOR, SECONDARY, OVERHEAD #10 STR.-250 KCM, 6 POSITION."
11372,EA,02,24.1667,"CONNECTOR, SCONDARY, OVERHEAD, #10 STR.-500 KCM, 6 POSITION."
11373,EA,02,20.3132,"CONNECTOR, SECONDARY, OVERHEAD #10 STR.-350 KCM, 8 POSITION."
11374,EA,02,9.1871,"CONNECTOR, SECONDARY, OVERHEAD 4 HOLE FLAG, 10-15 KVA, TRANS."
11375,EA,02,10.2494,"CONNECTOR, SECONDARY, OVERHEAD 6 HOLE FLAG, 5-15 KVA TRANS."
11376,EA,02,26.1497,"CONNECTOR, SECONDARY, OVERHEAD 6 HOLE FLAG, 25-50 KVA TRANS."
11377,EA,02,37.0474,"CONNECTOR, SECONDARY, OVERHEAD 6 HOLE FLAG, 75 KVA TRANS."
11378,EA,02,96.6714,"CONNECTOR, UG, SECONDARY,  1"" 1/0-750 KCM, 4 POSITION."
11379,EA,02,13.5444,"CONNECTOR, SECONDARY, UG, 5/8"" #10 STR-350 KCM, 6 POSITION."
11380,EA,02,19.2303,"CONNECTOR, SECONDARY, UG, 1"" #10 STR-500 KCM, 6 POSITION"
11381,EA,02,47.5674,"CONNECTOR, SECONDARY, UG, 1"" #10 STR.-500 KCM, 8 POSITION"
11382,EA,02,48.2592,"CONNECTOR, SECONDARY, UG, 1"" #10 STR.-500 KCM, 10 POSITION"
11383,EA,02,26.0184,"CONNECTOR, SECONDARY, UG, 5/8"" SPADE TYPE, 8 HOLE."
11384,EA,02,28.5543,"CONNECTOR, SECONDARY, UG, 1"", 225 TO 500 KAV TRANS, 8 HOLE"
